Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,DEMIL Code,Date Requested,Justification,Reason Cancelled
SYSTEM,1650338,IN,HOMECROFT POLICE DEPT,6515,015217976,"TOURNIQUET,NONPNEUM",EA,16,44.13,A,2016-08-26 17:54:12,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS FOR USE IN SAVING LIVES IN INSTANCES OF GUN SHOT WOUNDS AND PENETRATING TRAUMA. THESE ITEEMS MAYBE USED ON CITIZENS OR OFFICERS WHO HAVE SUSTAINED PENETRATING TRAUMA IN TERROR EVENTS DISASTER ACTIVE VIOLENCE OR ARMED CONFRONTATION. ,\nSales Order #: 2052524342\nRTD Screening Code: DOD
SYSTEM,1666224,IN,HOMECROFT POLICE DEPT,1240,015999400,"SIGHT,INFINITY",EA,1,2531,D,2016-09-14 14:32:51,THE HOMECROFT POLICE DEPT WOULD REQUISITION THIS ITEM FOR USE ON OUR DEPT AND LESO ISSUED FIREARMS TO PROVIDE SAFE AND ACCURATE AIMING IN INSTANCES OF TERROR DISASTER ARMED CONFRONTATION AND ACTIVE VIOLENCE AS WELL AS POSITIVE ID FOR SURVEILLANCE AND IN SEARCH AND RESCUE ,\nSales Order #: 2053839633\nRTD Screening Code: DOD
SYSTEM,1680173,IN,HOMECROFT POLICE DEPT,1005,014715456,"BARREL,CARBINE",EA,3,140,D,2016-09-27 18:25:31,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS FOR USE ON OUR LESO RIFLES TO MODERNIZE THEM AND MAKE THEM MORE ACCURATE AND HANDLE BETTER IN SMALL SPACES. THESE ITEMS ALSO ENABLE A WIDER RANGE OF AMMUNITION TO BE USED.,\nSales Order #: 2055165650\nRTD Screening Code: DOD
SYSTEM,1682189,IN,HOMECROFT POLICE DEPT,1005,013826795,"RECEIVER,CARTRIDGE",EA,4,58.44,D,2016-09-29 19:19:45,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS FOR USE IN MODERNIZING OUR LESO FIREARMS. THE ITEMS ALLOW THE USE OF OPTICS AND OTHER ACCESSORIES AS WELL AS MAKING THE FIREARM EASIER TO HANDLE IN INSTANCES OF TERROR ACTIVE VIOLENCE DISASTER ARMED CONFRONTATION ESPECIALLY FROM VEHICLES AND CONFINED SPACES ,\nSales Order #: 2055270232\nRTD Screening Code: DOD
SYSTEM,1692505,IN,HOMECROFT POLICE DEPT,4240,015553739,"LENS,GOGGLES,INDUSTRIAL",EA,16,95,A,2016-10-12 18:09:22,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS FOR USE IN PROTECTING OFFICER VISION FROM HARMFUL HIGH VELOCITY PARTICLES AND INTENSE LIGHT IN INSTANCE OF TERROR DISASTER ACTIVE VIOLENCE AND ARMED CONFRONTATION. ,\nSales Order #: 2056081939\nRTD Screening Code: DOD
SYSTEM,1697494,IN,HOMECROFT POLICE DEPT,4240,016306503,"SPECTACLES,INDUSTRI",EA,16,56.050000000000004,A,2016-10-18 17:54:21,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS TO PROTECT OFFICERS VISION AND EYES FROM STRONG UV IR LIGHT AND FROM FRAGMENTS AND PARTICLES MOVING AT HIGH VELOCITIES IN INSTANCES OF DISASTER TERROR ARMED CONFRONTATION AND ACTIVE VIOLENCE. ,\nSales Order #: 2056464845\nRTD Screening Code: DOD
SYSTEM,1698721,IN,HOMECROFT POLICE DEPT,1240,015889168,"SIGHT,BORE,OPTICAL",EA,4,1272.92,D,2016-10-19 18:09:22,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS FOR USE ON LONG RANGE PRECISION ACCURACY ON OUR DEPT ISSUED FIREARMS. THESE ITEMS PROVIDE A SAFE AND ACCURATE VIEW FROM LONG RANGE IN INSTANCES OF TERROR DISASTER ARMED CONFRONTATION ACTIVE VIOLENCE AND SUSPECT AND NARCOTIC APPREHENSION WHEN SERIOUS VIOLENT OFFENDERS MAY BE FLEEING OR RESISTING.   ,\nSales Order #: 2056576994\nRTD Screening Code: DOD
SYSTEM,1701105,IN,HOMECROFT POLICE DEPT,1240,015999400,"SIGHT,INFINITY",EA,1,2531,D,2016-10-22 01:15:15,THE HOMECROFT POLICE DEPT WOULD REQUISITION THIS ITEM FOR USE ON OUR DEPT ISSUED FIREARMS FOR ACCURATE AND SAFE LONG RANGE TARGET ACQUISITION AND IDENTIFICATION IN INSTANCES OF TERROR DISASTER ACTIVE VIOLENCE ARMED CONFRONTATIONS AND HOSTAGE SITUATIONS  ,\nSales Order #: 2056839625\nRTD Screening Code: DOD
SYSTEM,1716379,IN,HOMECROFT POLICE DEPT,6515,015217976,"TOURNIQUET,NONPNEUM",EA,20,44.54,A,2016-11-03 17:57:26,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS FOR USE IN SAVING LIVES FROM INJURIES INVOLVING PENETRATING TRAUMA AND GUN SHOT WOUNDS IN INSTANCES OF TERROR DISASTER VEHICLE CRASHES ACTIVE VIOLENCE AND ARMED CONFRONTATION.,\nSales Order #: 2057785119\nRTD Screening Code: DOD
SYSTEM,1722303,IN,HOMECROFT POLICE DEPT,6650,015659448,BINOCULAR,EA,8,1242,A,2016-11-09 17:40:31,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS FOR USE IN VIEWING LONG DISTANCES IN INSTANCES OF DISASTER TERROR ACTIVE VIOLENCE ARMED CONFRONTATION FLEEING SUSPECTS SEARCH AND RESCUE AND IN SURVEILLANCE OF CRIMINAL AND DRUG RELATED ACTIVITY.,\nSales Order #: 2058246599\nRTD Screening Code: DOD
SYSTEM,1748304,IN,HOMECROFT POLICE DEPT,8465,015985216,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARR",EA,12,42.9,A,2016-12-12 18:22:39,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS TO PROVIDE LOAD CARRYING ABILITY TO CARRY EQUIPMENT IN INSTANCES OF TERROR ACTIVE VIOLENCE DISASTER ARMED CONFRONTATION FUGITIVE SEARCHES AND SEARCH AND RESCUE AS WELL AS SURVEILLANCE.,\nSales Order #: 2060528520\nRTD Screening Code: FEPP
SYSTEM,1749752,IN,HOMECROFT POLICE DEPT,1005,014496306,"SIGHT,REAR",EA,4,159,D,2016-12-13 21:04:19,THE HOMECROFT POLICE DEPT WOULD REQUISITION THESE ITEMS FOR USE ON OUR LESO AND DEPT ISSUED FIREARMS TO HAVE REDUNDANCY SHOULD THE ATTACHED SIGHTING SYSTEM FAIL IN INSTANCES OF TERROR ACTIVE VIOLENCE ARMED CONFRONTATION HOSTAGE SITUATIONS AND DISASTER. ,\nSales Order #: 2060629574\nRTD Screening Code: DOD
SYSTEM,1751391,IN,HOMECROFT POLICE DEPT,1005,015616069,"ADAPTER RAIL,WEAPON",EA,3,1038.16,D,2016-12-15 19:19:55,THE HOMCECROFT POLICE DEPT WOULD REQUISTION THESE ITEMS FOR USE ON OUR LESO AND DEPT ISSUED FIREARMS TO INCREASE THEIR USABILITY AND SAFETY BY ENABLING USE OF RAIL ATTACHED ACCESSORIES IN INSTANCES OF TERROR ACTIVE VIOLENCE DISASTER ARMED CONFRONTATION AND HOSTAGE SITUATIONS.,\nSales Order #: 2060787636\nRTD Screening Code: DOD
SYSTEM,1683413,IN,INDIANAPOLIS METRO POLICE DEPT,7125,DSSHELF01,"SHELF, COMMERCIAL STORAGE",EA,2,80,A,2016-09-30 18:23:17,THESE SHELVING UNITS WILL BE USED TO STORE EVIDENCE IN THE DEPARTMENT'S PROPERTY ROOM.,Requested DTID is no longer in the inventory.
SYSTEM,1683412,IN,INDIANAPOLIS METRO POLICE DEPT,7125,DSSHELF01,"SHELF, COMMERCIAL STORAGE",EA,10,79.99,A,2016-09-30 18:23:17,THESE SHELVING UNITS WILL BE USED TO STORE EVIDENCE IN THE DEPARTMENT'S PROPERTY ROOM.,Requested DTID is no longer in the inventory.
SYSTEM,1701358,IN,INDIANAPOLIS METRO POLICE DEPT,2310,DSVAN0000,VAN,EA,1,19229,A,2016-10-22 17:21:42,TO BE USED BY THE DEPARTMENT'S UNDERCOVER OFFICERS FOR SURVEILLANCE AND STING OPERATIONS.,\nSales Order #: 2056833623\nRTD Screening Code: DOD
SYSTEM,1701364,IN,INDIANAPOLIS METRO POLICE DEPT,2310,DSSEDAN00,SEDAN,EA,1,22695,A,2016-10-22 17:21:42,TO BE USED BY THE DEPARTMENT'S UNDERCOVER OFFICERS FOR SURVEILLANCE AND STING OPERATIONS. ,\nSales Order #: 2056820288\nRTD Screening Code: DOD
SYSTEM,1701363,IN,INDIANAPOLIS METRO POLICE DEPT,2310,DSVAN0000,VAN,EA,1,20585,A,2016-10-22 17:21:42,TO BE USED BY THE DEPARTMENT'S UNDERCOVER OFFICERS FOR SURVEILLANCE AND STING OPERATIONS.,\nSales Order #: 2056831857\nRTD Screening Code: DOD
SYSTEM,1701362,IN,INDIANAPOLIS METRO POLICE DEPT,2310,DSSEDAN00,SEDAN,EA,1,13988,A,2016-10-22 17:21:42,TO BE USED BY THE DEPARTMENT'S UNDERCOVER OFFICERS DURING SURVEILLANCE AND STING OPERATIONS.,\nSales Order #: 2056820917\nRTD Screening Code: DOD
SYSTEM,1701361,IN,INDIANAPOLIS METRO POLICE DEPT,2310,DSVAN0000,VAN,EA,1,14948,A,2016-10-22 17:21:42,TO BE USED BY THE DEPARTMENT'S UNDERCOVER OFFICERS FOR SURVEILLANCE AND STING OPERATIONS.,\nSales Order #: 2056820827\nRTD Screening Code: DOD
SYSTEM,1701360,IN,INDIANAPOLIS METRO POLICE DEPT,2310,DSVAN0000,VAN,EA,1,19229,A,2016-10-22 17:21:42,TO BE USED BY THE DEPARTMENT'S UNDERCOVER OFFICERS FOR SURVEILLANCE AND STING OPERATIONS.,\nSales Order #: 2056831864\nRTD Screening Code: DOD
SYSTEM,1702810,IN,INDIANAPOLIS METRO POLICE DEPT,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,19229.39,A,2016-10-24 18:25:38,THIS VEHICLE WILL BE USED BY THE DEPARTMENTS UNDERCOVER OFFICERS FOR SURVEILLANCE AND STING OPERATIONS.,Requested DTID is no longer in the inventory.
SYSTEM,1702809,IN,INDIANAPOLIS METRO POLICE DEPT,2340,DSSCOOTER,SCOOTER,EA,1,10278,A,2016-10-24 18:25:38,THIS VEHICLE WILL BE USED BY THE DEPARTMENT'S HOMELAND SECURITY OPERATIONS DURING EVENTS. IT WILL BE USED TO HAUL EQUIPMENT SUCH AS TRAFFIC CONES AND TO MANEUVER AROUND THE CROWDED STREETS.,Requested DTID is no longer in the inventory.
SYSTEM,1728516,IN,INDIANAPOLIS METRO POLICE DEPT,7110,DSTABLE02,"TABLE, OFFICE",EA,1,150,A,2016-11-18 18:42:46,TO USED BY NORTHWEST DISTRICT'S COMMANDER TO CONDUCT STAFF MEETINGS.,Requested DTID is no longer in the inventory.
SYSTEM,1759629,IN,INDIANAPOLIS METRO POLICE DEPT,2320,DSPICKUP0,PICKUP,EA,1,13422,A,2016-12-28 18:44:17,"THIS TRUCK WOULD BE USED BY INDIANAPOLIS METRO POLICE OFFICERS FOR SURVEILLANCE OF SUSPECTS AND UNDERCOVER OPERATIONS, SUCH AS INFILTRATING GANGS OR DRUG BUSTS.",Requested DTID is no longer in the inventory.
SYSTEM,1680069,IN,KOSCIUSKO COUNTY SHERIFF OFFICE,7021,DSLAPTOP2,LAPTOP COMPUTER,EA,1,1180,A,2016-09-27 14:34:22,USED BY OFFICERS TO ASSIST IN FIELD OPERATIONS FOR SECURING DRUG WARRANTS AND FOR DRUG ERADICATION,\nSales Order #: 2055025836\nRTD Screening Code: DOD
SYSTEM,1680070,IN,KOSCIUSKO COUNTY SHERIFF OFFICE,7021,DSLAPTOP2,LAPTOP COMPUTER,EA,1,529,A,2016-09-27 14:34:22,USED BY OFFICERS IN THE FIELD FOR DRUG WARRANTS AND DRUG ERADICATION ,\nSales Order #: 2055002368\nRTD Screening Code: DOD
SYSTEM,1680064,IN,KOSCIUSKO COUNTY SHERIFF OFFICE,7021,DSLAPTOP2,LAPTOP COMPUTER,EA,1,529,A,2016-09-27 14:34:22,USED BY OFFICERS FOR OBTAINING DRUG WARRANTS IN THE FIELD AND FOR DRUG ERADICATION ,\nSales Order #: 2055027381\nRTD Screening Code: DOD
SYSTEM,1673408,IN,LAKE COUNTY SHERIFF DEPT,5855,014572953,"MOUNT,VIEWER",EA,6,117,B,2016-09-21 14:09:39,"MOUNTS WILL BE USED FOR THE NVG ON HELMETS WORN BY OUR SHERIFF DEPARTMENT SPECIAL OPERATION TEAMS AND TACTICAL MEDICS DURING LAW ENFORCEMENT TACTICAL OPERATION, SEARCH AND RESCUE AND INCIDENTS DURING THE NIGHT OR LOW LIGHTING, THE GOGGLES WILL IMPROVE THE ABILITY OF THE TEAMS TO SEE  AND IMPROVE SAFETY.",\nSales Order #: 2054516351\nRTD Screening Code: DOD
SYSTEM,1730802,IN,LAKE COUNTY SHERIFF DEPT,8475,013880924,"COVERALLS,FLYERS' A",EA,5,726.34,A,2016-11-21 13:02:49,COVERALL'S WILL BE WORN BY OUR FLIGHT CREWS DURING EXTREME COLD AND WHILE OPERATING OVER WATER DURING COLD TEMPS WHILE CONDUCTING SEARCH AND RESCUE AND LAW ENFORCEMENT MISSIONS,\nSales Order #: 2059136101\nRTD Screening Code: DOD
SYSTEM,1744805,IN,MORGAN COUNTY SHERIFF              ,1385,015744707,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",EA,1,10000,D,2016-12-07 12:42:56,"THIS ITEM WOULD BE USED BY OUR  SWAT TEAM DRUG ENFORCEMENT  OUR DEPT HAS ENCOUNTERED VARIOUS IED'S AND OTHER EXPLOSIVE DEVICES RECENTLY   THIS ITEM WOULD HELP IN OFFICER SAFETY IN SERVING OF DRUG SEARCH WARRANTS WHERE THE DRUG DEALERS HAVE BOBBY TRAPPED THE HOUSE_x000D_
   WE ALSO ARE THE RESPONDING AGENCY TO INDIANA UNIVERSITY WE BORDER INDIANAPOLIS, WHICH HOST MAJOR SPORTING EVENTS WE ALSO BORDER INDIANAPOLIS INTERNATIONAL AIRPORT",\nSales Order #: 2060253441\nRTD Screening Code: DOD
SYSTEM,1713866,IN,SAINT JOSEPH COUNTY METRO HOMICIDE,7025,DSFLATPAN,FLAT PANEL MONITOR,EA,6,1256.84,A,2016-11-01 08:04:00,PRESENTLY  SOME OF OUR OFFICERS ONLY HAVE 1 SMALL MONITOR. THIS WILL ALLOW SOME OF OUR OFFICERS TO HAVE A LARGE MONITOR TO WORK FROM . ,\nSales Order #: 2057341894\nRTD Screening Code: DOD
SYSTEM,1713872,IN,SAINT JOSEPH COUNTY METRO HOMICIDE,7021,DSSERVER2,NETWORK SERVER,EA,2,7223.76,A,2016-11-01 08:16:14,WE HAVE A CAMERA SYSTEM TO SET UP IN AND AROUND OUR UNIT. THE SERVERS ARE KEEPING US FROM DOING THAT. WE DON'T HAVE ANY. THIS WILL ALLOW US TO UPGRADE OUR INTERVIEW ROOMS AND ALSO PROVIDE SECURITY CAMERA IN AND AROUND OUR BUILDING. ,\nSales Order #: 2057465944\nRTD Screening Code: DOD
SYSTEM,1716049,IN,SAINT JOSEPH COUNTY METRO HOMICIDE,1940,DSBOAT000,SMALL CRAFT BOAT,EA,1,10000,A,2016-11-03 11:37:56,"OUR JURISDICTION HAS A LARGE RIVER THAT RUNS THROUGH THE MIDDLE. THE ST. JOSEPH COUNTY DIVE TEAM ASSISTS US WITH THE RECOVERY OF VICTIMS AND EVIDENCE. AT PRESENT, THE TEAM ONLY HAS ONE BOAT. THIS WOULD BE AN ENORMOUS ADDITION TO THEIR TEAM AND MAKE THE JOB THEY DO FOR US MORE EFFECTIVE. IT IS VERY IMPORTANT THE TEAM HAS THE EQUIPMENT TO ASSIST US. OUR EVIDENCE TRUCK HAS THE CAPABILITY TO PULL BOAT TO A SCENE. ",\nSales Order #: 2057680907\nRTD Screening Code: DOD
SYSTEM,1749602,IN,SCOTT COUNTY SHERIFF'S OFFICE,4910,DSVEHMAIN,MOTOR VEHICLE MAINTENANCE AND REPAIR,EA,1,33856.16,A,2016-12-13 14:45:37,CAN BE USED BY LAW ENFORCEMENT IN CASE OF A DISASTER TO REPAIR VEHICLE AFTER A DISASTER,\nSales Order #: 2060568025\nRTD Screening Code: DOD
SYSTEM,1750402,IN,SCOTT COUNTY SHERIFF'S OFFICE,2320,013804755,"TRUCK,FLATBED",EA,1,91141,A,2016-12-14 14:55:55,CAN BE USED BY LAW ENFORCEMENT IN CASE OF A DISASTER TO HAUL IN SUPPLIES,\nSales Order #: 2060663361\nRTD Screening Code: DOD
SYSTEM,1751005,IN,SCOTT COUNTY SHERIFF'S OFFICE,2320,013449282,"TRUCK,DUMP",EA,1,85025,A,2016-12-15 07:09:26,CAN BE USED BY LAW ENFORCEMENT IN CASE OF A DISASTER TO CLEAN ROAD WAYS AND HAUL IN SUPPLIES,\nSales Order #: 2060705382\nRTD Screening Code: DOD
SYSTEM,1753846,IN,SCOTT COUNTY SHERIFF'S OFFICE,2320,011268357,"TRUCK,MAINTENANCE",EA,1,23795,A,2016-12-19 11:44:34,CAN BE USED BY LAW ENFORCEMENT IN CASE  OF A DISASTER TO HAUL IN SUPPLIES AND CAN BE USED TO HAUL IN DRUG SEIZURE ,\nSales Order #: 2060914183\nRTD Screening Code: DOD
SYSTEM,1726195,IN,SHIPSHEWANA POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,7979.8,A,2016-11-16 16:12:04,THIS TRAILER WILL BE USED TO TRANSPORT CONES FOR OUR EMERGENCY VEHICLE OPERATIONS COURSE. THIS TRAILER WILL ALSO BE USED TO HAUL CONES TO SETUP OUR MANY PARADES THAT WE HAVE EACH YEAR. CURRENTLY WE USE OUR SQUAD CARS TO HAUL CONES AND THIS WOULD BE EASIER TO HAUL A LOT MORE CONES THEN USING A SQUAD CAR. ,Requested DTID is no longer in the inventory.
SYSTEM,1730700,IN,WALKERTON POLICE DEPT,7021,DSADPCPUD,"ADP CPU, DIGITAL",EA,1,692,A,2016-11-21 10:46:50,THIS ITEM WILL BE USED FOR NETWORKING AND REPORT WRITING WITHIN THE POLICE DEPARTMENT.,\nSales Order #: 2059058277\nRTD Screening Code: DOD
SYSTEM,1730701,IN,WALKERTON POLICE DEPT,7021,DSADPCPUD,"ADP CPU, DIGITAL",EA,1,692,A,2016-11-21 10:46:50,THIS ITEM WILL BE USED FOR NETWORKING AND REPORT WRITING WITHIN THE POLICE DEPARTMENT.,\nSales Order #: 2059058288\nRTD Screening Code: DOD
SYSTEM,1687316,KY,ALEXANDRIA POLICE DEPT             ,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,2,7900,A,2016-10-05 12:21:39,"OUR DEPARTMENT WILL USE THESE TO ASSIST WITH SEARCH AND RESCUE IN OUR AREA. OUR DEPARTMENT CAN ALSO USE THESE TO ASSIST AT LOCAL EVENTS IN OUR AREA, LIKE TRANSPORTING PEOPLE AND GEAR.",Requested DTID is no longer in the inventory.
SYSTEM,1719036,KY,ALEXANDRIA POLICE DEPT             ,2350,015750646,UNMANNED VEHICLE,EA,1,187312,D,2016-11-07 06:47:13,OUR POLICE DEPARTMENT CAN USE THIS FOR HOSTAGE SITUATIONS AND BARRICADED SITUATIONS. OUR DEPARTMENT WOULD KEEP CONTROL OF THIS UNIT ALL THE TIME AND OFFICERS WOULD BE TRAINED ON IT TO BE OPERATORS.,Requested DTID is no longer in the inventory.
SYSTEM,1721969,KY,ALEXANDRIA POLICE DEPT             ,2340,015251655,ALL TERRAIN VEHICLE WHEELED,EA,2,12000,A,2016-11-09 08:25:38,"OUR DEPARTMENT WOULD USE THIS EQUIPMENT TO HELP IN THE RURAL AREA OF OUR COMMUNITY IN LOCATING SUSPECTS AND MISSING PERSONS. OUR COMMUNITY ALSO HAS A LARGE FAIR WHICH DRAWS ABOUT 30,000 PEOPLE AND THIS VEHICLE WOULD HELP US IN PATROLLING THE GRAVEL PARKING LOTS.",\nSales Order #: 2058159239\nRTD Screening Code: DOD
SYSTEM,1690625,KY,BARDSTOWN POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,54300,A,2016-10-10 17:16:53,TO BE UTILIZED BY THE POLICE DEPARTMENT AS A MOBILE COMMUNITY OUT REACH OFFICE DURING DOWNTOWN FESTIVALS SUCH AS THE ARTS AND CRAFTS FAIR.,Requested DTID is no longer in the inventory.
SYSTEM,1690626,KY,BARDSTOWN POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,25000,A,2016-10-10 17:16:54,"USED TO TRANSPORT LARGE BULKY ITEMS EVIDENCE FROM SCENES TO THE POLICE DEPARTMENT.  ITEMS SUCH AS INDOOR MARIJUANA GROW EQUIPMENT, STOLEN ATVS, STOLEN OUTDOOR POWER EQUIPMENT, ETC.",Requested DTID is no longer in the inventory.
SYSTEM,1727089,KY,BOONE COUNTY SHERIFF DEPT,2541,015554874,"WINDOW,VEHICULAR",EA,1,2426.06,D,2016-11-17 17:30:39,"OUR AGENCY JUST RECEIVED AN MRAP THROUGH THE 1033 PROGRAM.  UPON RECEIPT, THE VEHICLE HAS SEVERAL WINDOWS WHICH WERE DELAMINATED.  THIS DELAMINATION PREVENTS THE OPERATOR AND OR ITS OCCUPANTS FROM SEEING OUTSIDE THE VEHICLE.  FURTHERMORE, IT MAKES IT UNSAFE FOR THE OPERATOR TO SAFELY OPERATE THE VEHICLE.  IT IS OUR INTENTIONS, IF ABLE TO REQUISITION THIS GLASS, AND TO REPLACE IN AN EFFORT TO REMEDY THE AFOREMENTIONED.",\nSales Order #: 2058910268\nRTD Screening Code: DOD
SYSTEM,1727091,KY,BOONE COUNTY SHERIFF DEPT,2940,015554940,"FILTER ELEMENT,INTA",EA,2,77.22,A,2016-11-17 17:30:39,"OUR AGENCY JUST RECEIVED AN MRAP THROUGH THE 1033 PROGRAM.  UPON RECEIPT, THE VEHICLE WAS MISSING BOTH THE PRE AIR CLEANER AND AIR FILTER.   IT IS OUR INTENTIONS, IF ABLE TO REQUISITION THIS ITEM, TO REPLACE THE MISSING FILTER. WITHOUT THIS FILTER, IT WOULD BE UNSAFE TO OPERATE THE VEHICLE WITHOUT CAUSING PERMANENT DAMAGE TO THE VEHICLES ENGINE.",\nSales Order #: 2058913534\nRTD Screening Code: DOD
SYSTEM,1687337,KY,BOURBON COUNTY SHERIFF DEPT        ,2330,DSTRAILE1,TRAILER,EA,1,14555,A,2016-10-05 13:23:27,ITEM WILL BE USED BY THE BOURBON COUNTY SHERIFFS OFFICE TO STORE AND TRANSPORT SPECIALTY EQUIPMENT TO AND FROM REMOTE AREAS,Requested DTID is no longer in the inventory.
SYSTEM,1687338,KY,BOURBON COUNTY SHERIFF DEPT        ,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,5000,A,2016-10-05 13:26:00,ITEM WILL BE USED BY THE BOURBON COUNTY SHERIFFS OFFICE TO ACCESS REMOTE AREAS WHERE LARGER VEHICLES CANNOT GO,Requested DTID is no longer in the inventory.
SYSTEM,1688937,KY,BOURBON COUNTY SHERIFF DEPT        ,3805,012575636,"LOADER,SCOOP TYPE",EA,1,37532,A,2016-10-07 10:08:27,ITEM WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE FOR MAINTENANCE FOR A JOINT CITY COUNTY FIRING RANGE PLUS SNOW REMOVAL FOR DEPARTMENT PROPERTIES,Requested DTID is no longer in the inventory.
SYSTEM,1690461,KY,BOURBON COUNTY SHERIFF DEPT        ,2330,DSTRAILE1,TRAILER,EA,1,54300,A,2016-10-10 10:12:32,ITEM WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE AND JOINT EMERGENCY SERVICES IN EMERGENCY SITUATIONS FOR A MOBILE COMMAND POST.,Requested DTID is no longer in the inventory.
SYSTEM,1692222,KY,BOURBON COUNTY SHERIFF DEPT        ,2330,002046976,"TRAILER,RECOVERY",EA,1,13500,Q,2016-10-12 09:09:24,ITEM WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE TO STORE AND TRANSPORT EQUIPMENT TO REMOTE LOCATIONS IN EMERGENCY SITUATIONS,\nSales Order #: 2055990770\nRTD Screening Code: DOD
SYSTEM,1693248,KY,BOURBON COUNTY SHERIFF DEPT        ,6230,015493979,FLASHLIGHT,EA,4,3784.15,B,2016-10-13 11:11:21,ITEMS WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE IN LOW LIGHT SITUATIONS TO ENHANCE OFFICER SAFETY DURING MANHUNTS AND EMERGENCY SITUATIONS,\nSales Order #: 2056081973\nRTD Screening Code: DOD
SYSTEM,1694036,KY,BOURBON COUNTY SHERIFF DEPT        ,3805,015153766,"LOADER,SCOOP TYPE",EA,1,16100.91,A,2016-10-14 08:55:14,ITEM WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE FOR A JOINT CITY COUNTY FIRING RANGE (MAINTENANCE) AS WELL AS SNOW REMOVAL ON DEPT PROPERTY.,Requested DTID is no longer in the inventory.
SYSTEM,1708822,KY,BOURBON COUNTY SHERIFF DEPT        ,2320,010096194,"TRUCK,CARGO",EA,1,6337,A,2016-10-27 10:46:12,UNIT WILL BE USED BY THE BOURBON CO SHEIRFFS OFFICE FOR A CANINE HANDLING AND SUPPORT  VEHICLE.,\nSales Order #: 2057156027\nRTD Screening Code: DOD
SYSTEM,1710924,KY,BOURBON COUNTY SHERIFF DEPT        ,2330,008559547,"TRAILER,VAN",EA,1,14800,Q,2016-10-28 09:23:43,"ITEM WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE TO TRANSPORT AND STORE, ITEMS SUCH AS ATVS AND OTHER EQUIPMENT, TO REMOTE LOCATIONS TO BE USED IN EMERGENCY AND INVESTIGATIVE SITUATIONS",Requested DTID is no longer in the inventory.
SYSTEM,1721997,KY,BOURBON COUNTY SHERIFF DEPT        ,5820,015496407,RECEIVER-TRANSMITTE,EA,10,3760.17,D,2016-11-09 08:55:08,UNITS WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE TO SUPPLEMENT REGULAR COMMUNICATIONS IN EMERGENCY AND SPECIAL OPERATIONS,\nSales Order #: 2058159260\nRTD Screening Code: DOD
SYSTEM,1740477,KY,BOURBON COUNTY SHERIFF DEPT        ,2320,007529289,"TRUCK,CARGO",EA,1,4202,A,2016-12-01 13:58:54,VEHICLE WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE FOR MAINTENANCE AND OTHER GENERAL HAULING DUTIES,Requested DTID is no longer in the inventory.
SYSTEM,1751924,KY,BOURBON COUNTY SHERIFF DEPT        ,6230,015071222,SPOTLIGHT,EA,4,300.82,A,2016-12-16 11:09:01,ITEMS WILL BE USED BY THE BOURBON CO SHERIFFS OFFICE FOR AUX LIGHTING ON VEHICLES FOR NIGHT TIME OPERATIONS,Requested DTID is no longer in the inventory.
SYSTEM,1689130,KY,BOYLE COUNTY SHERIFF DEPT,2310,DSSEDAN00,SEDAN,EA,1,20000,A,2016-10-07 13:50:50,OBTAINING THIS VEHICLE WOULD GREATLY ASSIST OUR AGENCIES FLEET.  WOULD BE UTILIZED AS A PATROL VEHICLE FOR DEPUTIES TO OPERATE WHILE ON DUTY.,Requested DTID is no longer in the inventory.
SYSTEM,1714057,KY,BOYLE COUNTY SHERIFF DEPT,2310,DSVAN0000,VAN,EA,1,249999,A,2016-11-01 11:46:25,WOULD BE USED AS AN INCIDENT COMMAND AND EMERGENCY RESPONSE COMMAND VEHICLE.  HAVING ONE WOULD GREATLY ENHANCE OUR CAPABILITIES.,\nSales Order #: 2057489443\nRTD Screening Code: DOD
