Cancelled By,State,Station Name (LEA),Item Name,UI,Quantity,Acquisition Value,Date Requested,Reason Cancelled
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"HEADLAMP,EMERGENCY",EA,6,52.12,2018-08-11 05:23:42.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"PACK,FRAME,MOLLE",EA,1,25.82,2018-08-11 05:23:42.000003,\nSales Order #: 2108146439\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,FIELD PACK,KT,30,194.24,2018-08-11 05:48:39.999998,\nSales Order #: 2108047063\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,COT,EA,13,153.99,2018-08-02 23:09:17.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"BAG,SAND",HD,5,49.44,2018-08-02 23:09:17.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"CAN,MILITARY",EA,17,19.05,2018-08-02 23:09:17.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,GENERATOR,EA,5,100,2018-08-02 23:09:17.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,SPACE AND WATER HEATING EQUIPMENT,EA,3,10,2018-08-02 23:09:17.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,GENERATOR,EA,1,3000,2018-08-02 23:09:17.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,GENERATOR,EA,2,100,2018-08-02 23:09:17.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"SPECTACLES,INDUSTRI",EA,9,48.17,2018-08-02 06:16:09.000002,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"BAG,TOOL",EA,7,55.6,2018-08-02 06:16:09.000002,\nSales Order #: 2107536777\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,NO ITEM NAME AVAILABLE,EA,1,25,2018-08-17 02:06:25.999998,\nSales Order #: 2109036132\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,SPACE AND WATER HEATING EQUIPMENT,EA,1,50,2018-08-17 02:06:25.999998,\nSales Order #: 2108797132\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"JACKET,FLYER'S",EA,1,263.63,2018-08-17 02:06:25.999998,\nSales Order #: 2108797147\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"TABLE,FOLDING LEGS",EA,1,388.08,2018-08-30 05:33:40.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,FIELD PACK,KT,30,194.24,2018-08-02 10:58:37.000002,\nSales Order #: 2107778224\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"LANTERN,ELECTRIC",EA,7,557.44,2018-08-02 10:58:37.000002,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,FLOOR COVERINGS,EA,10,50,2018-08-02 10:58:37.000002,\nSales Order #: 2107534967\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"TOOL KIT,GENERAL ME",SE,1,1780,2018-08-02 10:58:37.000002,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,DETECTORS DEMIL A,EA,20,73.55,2018-08-02 10:58:37.000002,\nSales Order #: 2107533684\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,MODULAR SLEEP SYSTE,EA,10,262.6,2018-08-17 02:06:25.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"CAMERA, DIGITAL",EA,3,150,2018-08-17 02:06:25.999998,\nSales Order #: 2108789139\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"LINER,WET WEATHER P",EA,8,39.45,2018-08-14 06:36:51.999995,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,MODULAR SLEEP SYSTE,EA,12,262.6,2018-08-14 06:36:51.999995,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"TOOL BOX,PORTABLE",EA,1,175.37,2018-08-14 06:36:51.999995,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"WRENCH SET,SOCKET",SE,3,435.47,2018-08-14 06:36:51.999995,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,FLASHLIGHT,EA,15,12.86,2018-08-28 04:44:09.000001,
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"SCOPE,NIGHT-POCKET",EA,10,4107,2018-08-30 05:33:40.000003,\nSales Order #: 2109814873\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,THERMAL IMAGING EQUIPMENT,EA,2,1000,2018-08-30 05:33:40.000003,\nSales Order #: 2109814887\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,MODULAR SLEEP SYSTE,EA,6,262.6,2018-08-30 05:33:40.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,THERMAL IMAGING EQUIPMENT,EA,2,2500,2018-08-30 05:33:40.000003,\nSales Order #: 2109814901\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,THERMAL IMAGING EQUIPMENT,EA,1,80,2018-08-30 05:33:40.000003,\nSales Order #: 2109815218\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"CARRIER,INTRENCHING",EA,6,3.22,2018-08-30 05:33:40.000003,\nSales Order #: 2109814886\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"GENERATORS AND GENERATOR SETS, ELECTRICA",EA,1,772.83,2018-08-30 05:33:40.000003,\nSales Order #: 2109822362\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"TABLE,FOLDING LEGS",EA,16,388.08,2018-08-30 05:33:40.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"MISCELLANEOUS SUPPLY ITEMS, UNUSED",EA,2,100,2018-08-30 05:33:40.000003,\nSales Order #: 2109814874\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"BAG,MEDICAL AID",EA,2,438.66,2018-08-11 05:23:42.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"CABINET, OFFICE",EA,2,99,2018-08-11 05:23:42.000003,\nSales Order #: 2108047076\nRTD Screening Code: DOD
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"LIGHT,HEAD,GENERAL",EA,2,54.22,2018-08-11 05:23:42.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT THOMAS POLICE DEPT            ,"HEADLAMP,EMERGENCY",EA,3,52.12,2018-08-11 05:23:42.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"FIRST AID KIT,INDIV",EA,28,222.79,2018-09-28 11:39:41,
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"BAG,MEDICAL AID",EA,2,438.66,2018-08-09 21:44:54.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"FIRST AID KIT,INDIV",EA,35,222.79,2018-08-19 21:01:46.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"FIRST AID KIT,UNIVE",KT,28,96.16,2018-08-28 14:21:39.999997,
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"MAGAZINE,CARTRIDGE",EA,30,13.69,2018-07-20 20:44:43.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"FIRST AID KIT,INDIV",KT,7,92.34,2018-08-22 17:40:39,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"FIRST AID KIT,INDIV",KT,30,92.34,2018-08-22 17:40:39,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"FIRST AID KIT,UNIVE",KT,26,96.16,2018-09-12 09:28:41.000002,Requested DTID is no longer in the inventory.
SYSTEM,KY,FORT WRIGHT POLICE DEPTMENT,"FIRST AID KIT,UNIVE",KT,26,96.16,2018-09-17 16:25:59.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,GARRARD COUNTY POLICE DEPARTMENT,"TRUCK,CARRYALL",EA,1,30004,2018-08-18 08:35:05.000004,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,FLASHLIGHT,EA,45,70.07,2018-09-15 08:24:37.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,"TROUSERS,COLD WEATHER",EA,50,144.38,2018-07-21 07:59:40.000004,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,"ILLUMINATOR,INTEGRATED,SMALL ARMS",EA,16,838,2018-09-25 17:58:09.000002,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,"LIGHT,CHEMILUMINESC",BX,30,57.61,2018-09-25 06:59:56.999996,\nSales Order #: 2111690104\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,"KNIFE, COMBAT, WITH SHEATH",EA,7,46.38,2018-09-24 17:08:38,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,"SCANNER, DIGITAL",EA,2,3800,2018-08-28 17:24:47.000001,\nSales Order #: 2109357547\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,RUCKSACK MEDIUM (OCP) SET,SE,35,117.4,2018-08-28 17:36:18.999997,\nSales Order #: 2109355487\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,RUCKSACK MEDIUM (OCP) SET,SE,22,117.4,2018-08-28 17:36:18.999997,
SYSTEM,KY,GEORGETOWN POLICE DEPT,TENT,EA,3,6994.42,2018-08-01 17:13:57.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,"WINDOW, VEHICULAR",EA,1,252.64,2018-08-01 17:38:09.000001,\nSales Order #: 2107538519\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,"CORD,FIBROUS",SL,20,82.58,2018-09-13 16:47:58.999998,\nSales Order #: 2110918826\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,"TABLE,FOLDING LEGS",EA,3,388.08,2018-09-14 16:55:37.999998,\nSales Order #: 2110918829\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,"CHAIR,FOLDING",EA,8,37.98,2018-09-14 16:55:37.999998,\nSales Order #: 2110918820\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,PICKUP,EA,1,23194.6,2018-09-10 16:52:55.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,PICKUP,EA,1,23194.6,2018-09-10 16:55:48.999996,\nSales Order #: 2110472324\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,RUCKSACK MEDIUM (OCP) SET,SE,30,117.4,2018-08-28 17:29:44.000002,\nSales Order #: 2109357535\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,RUCKSACK MEDIUM (OCP) SET,SE,27,117.4,2018-08-28 17:29:44.000002,\nSales Order #: 2109488746\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,FLASHLIGHT,BX,10,96.99,2018-09-10 17:04:52.999997,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,"HAMMER,HAND",EA,4,42.9,2018-07-16 17:23:54.999997,\nSales Order #: 2105840670\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,"TENT, MODULAR COMMAND POST, TAN",EA,2,2668.11,2018-07-16 18:24:54.000003,
SYSTEM,KY,GEORGETOWN POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-21 08:23:51.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-21 08:23:51.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-21 08:23:51.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-21 08:23:51.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-21 08:23:51.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,"LIGHT,CHEMILUMINESC",BX,10,39.95,2018-07-21 07:48:33.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,GEORGETOWN POLICE DEPT,"TIRE,PNEUMATIC,VEHI",EA,10,330.9,2018-07-06 12:00:10.999999,\nSales Order #: 2104863937\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,"BOOTS,HOT WEATHER",PR,20,138.76,2018-07-16 17:16:46.999998,\nSales Order #: 2105840660\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,"BOOTS,HOT WEATHER",PR,10,138.76,2018-07-16 17:16:46.999998,\nSales Order #: 2105838643\nRTD Screening Code: DOD
SYSTEM,KY,GEORGETOWN POLICE DEPT,"BOOTS,HOT WEATHER",PR,10,138.76,2018-07-16 17:16:46.999998,\nSales Order #: 2105840671\nRTD Screening Code: DOD
SYSTEM,KY,GREENSBURG POLICE DEPARTMENT,SCOOTER,EA,1,5648.67,2018-08-21 11:25:23.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,VAN,EA,1,28417.53,2018-07-23 10:39:31,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,PASSENGER MOTOR VEHICLES,EA,1,29118,2018-07-23 10:39:31,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,VAN,EA,1,28417.53,2018-07-23 10:39:31,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,"TRUCK,CARRYALL",EA,1,35328,2018-07-13 07:55:55.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,"ILLUMINATOR,INTEGRATED,SMALL ARMS",EA,6,1059,2018-07-25 09:24:09.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,SEARCHLIGHT,EA,6,1640.57,2018-07-25 09:24:09.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,LAPTOP COMPUTER,EA,10,1306.28,2018-07-24 06:54:58,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,MOTOR VEH/TRLR/CYCL,EA,1,24000,2018-07-24 06:54:58,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,"SPECTACLES,INDUSTRI",EA,10,48.17,2018-07-25 09:24:09.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,"GPS EQUIPMENT, DEMIL D",EA,4,4500,2018-07-17 08:41:02,\nSales Order #: 2105840665\nRTD Screening Code: DOD
SYSTEM,KY,IRVINGTON POLICE DEPT,TRAILER,EA,1,15000,2018-08-10 07:51:30.000004,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,TRAILER,EA,1,15000,2018-08-10 07:51:30.000004,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,TRAILER,EA,1,15000,2018-08-10 07:51:30.000004,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,FIRE TRUCK,EA,1,350000,2018-08-15 07:35:42.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 10:39:31,Requested DTID is no longer in the inventory.
SYSTEM,KY,IRVINGTON POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 10:39:31,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,43421,2018-07-23 16:04:57.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,109546,2018-07-23 16:04:57.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,PICKUP,EA,1,25000,2018-07-23 16:04:57.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,LIGHT SET,EA,1,14569.16,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,VAN,EA,1,28417.53,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,PASSENGER MOTOR VEHICLES,EA,1,29118,2018-07-23 16:04:57.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,PASSENGER MOTOR VEHICLES,EA,1,29118,2018-07-23 16:04:57.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,PICKUP,EA,1,25000,2018-07-23 16:04:57.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-07-03 14:37:44.999999,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,"TRUCK,CARGO",EA,1,32330,2018-04-27 10:46:47.000001,\nSales Order #: 2099638511\nRTD Screening Code: DOD
SYSTEM,KY,LANCASTER POLICE DEPT,"TRUCK,CARGO",EA,1,32330,2018-04-27 10:46:47.000001,\nSales Order #: 2099637288\nRTD Screening Code: DOD
SYSTEM,KY,LANCASTER POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,MULE,EA,1,7925,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,VAN,EA,1,28417.53,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,VAN,EA,1,28417.53,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,VAN,EA,1,28417.53,2018-07-23 15:04:03,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,5,6200,2018-09-10 09:26:57.000002,\nSales Order #: 2110471506\nRTD Screening Code: DOD
SYSTEM,KY,LANCASTER POLICE DEPT,TRUCKS AND TRUCK TRACTORS,EA,1,135095,2018-09-20 13:48:36.999996,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,VAN,EA,1,28417.53,2018-08-07 14:22:44.999996,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,"TRACTORS, WHEELED",EA,1,45457,2018-07-25 18:59:17.000002,Requested DTID is no longer in the inventory.
SYSTEM,KY,LANCASTER POLICE DEPT,LIGHT SET,EA,1,14569.16,2018-08-07 14:20:36.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,6000,2018-09-25 09:28:18.000002,
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,SHIPPING AND STORAG,EA,1,6896.49,2018-09-11 18:55:46.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-09-18 11:21:43.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-09-18 11:21:43.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,"AUTOMOBILE,SEDAN",EA,1,16400,2018-09-18 11:21:43.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,"CHEST,AMMUNITION",EA,25,11.1,2018-08-10 10:31:19.999998,
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,"PAPER,COPYING,XEROGRAPHIC PROCESS",BX,15,37.22,2018-09-13 11:15:59.999996,Requested DTID is no longer in the inventory.
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,"CORD,FIBROUS",SL,25,82.58,2018-09-18 18:24:31.999997,\nSales Order #: 2111190725\nRTD Screening Code: DOD
SYSTEM,KY,LINCOLN COUNTY SHERIFF DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-09-07 18:41:01,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,LIGHT SET,EA,1,14569.16,2018-07-21 21:12:22.000003,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-21 21:09:50,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,MULE,EA,1,7925,2018-07-21 21:09:50,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-21 21:09:50,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-21 21:09:50,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-21 21:09:50,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-21 21:09:50,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-21 21:09:50,Requested DTID is no longer in the inventory.
SYSTEM,KY,LOUISVILLE METRO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-21 21:09:50,Requested DTID is no longer in the inventory.
SYSTEM,KY,MADISONVILLE POLICE DEPT,"LOADER,SCOOP TYPE",EA,1,60430,2018-09-20 15:01:46.000004,
SYSTEM,KY,MADISONVILLE POLICE DEPT,"LOADER,SCOOP TYPE",EA,1,120944,2018-09-28 11:44:33.999999,
SYSTEM,KY,MASON COUNTY SHERIFFS OFFICE,PICKUP,EA,1,15000,2018-06-08 17:33:32.000003,\nSales Order #: 2102937012\nRTD Screening Code: DOD
SYSTEM,KY,MASON COUNTY SHERIFFS OFFICE,"TRUCK,CARGO",EA,1,11561,2018-06-23 20:14:46.999997,\nSales Order #: 2104081671\nRTD Screening Code: DOD
SYSTEM,KY,MONTICELLO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,MULE,EA,1,7925,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,LIGHT SET,EA,1,14596.16,2018-07-23 12:50:09.000001,
SYSTEM,KY,MONTICELLO POLICE DEPT,LIGHT SET,EA,1,14569.16,2018-07-23 12:53:02,
SYSTEM,KY,NICHOLASVILLE POLICE DEPT,"COMPUTER SET,DIGITAL",EA,3,6451.5,2018-08-09 13:41:40.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,NICHOLASVILLE POLICE DEPT,SPECIALIZED FLIGHT CLOTHING AND ACCESSOR,EA,60,90.78,2018-08-09 13:41:40.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,NICHOLASVILLE POLICE DEPT,"SIGHT,REFLEX",EA,5,228.39,2018-08-07 15:24:03.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,NICHOLASVILLE POLICE DEPT,"HAND TOOLS, EDGED, NONPOWERED",EA,60,20,2018-08-07 15:24:03.000001,\nSales Order #: 2107778209\nRTD Screening Code: DOD
SYSTEM,KY,NICHOLASVILLE POLICE DEPT,MICROPHONE,EA,2,315,2018-08-09 13:41:40.999998,Requested DTID is no longer in the inventory.
SYSTEM,KY,NICHOLASVILLE POLICE DEPT,"BAG,LAW ENFORCEMENT",EA,10,66.23,2018-08-16 17:14:22.000001,Requested DTID is no longer in the inventory.
SYSTEM,KY,NICHOLASVILLE POLICE DEPT,"TOOL BOX,PORTABLE",EA,1,175.37,2018-08-15 14:17:48.999999,Requested DTID is no longer in the inventory.
